Physics,Chemistry,Maths,Total,Category,Percentile,Rank
85,6,13,104,General,69.02,95976
52,14,36,102,OBC,69.02,95976
19,27,56,102,OBC,69.02,95976
52,43,9,104,General,69.02,95976
35,36,31,102,OBC,69.02,95976
55,0,45,100,SC,69.02,95976
46,49,9,104,General,69.02,95976
36,59,3,98,ST,69.02,95976
23,52,27,102,OBC,69.02,95976
41,5,58,104,General,69.02,95976
70,14,20,104,General,69.02,95976
50,0,50,100,SC,69.02,95976
96,8,0,104,General,69.02,95976
36,28,36,100,SC,69.02,95976
1,46,55,102,OBC,69.02,95976
12,8,84,104,General,69.02,95976
18,37,43,98,ST,69.02,95976
8,75,20,103,EWS,69.02,95976
4,93,6,103,EWS,69.02,95976
3,83,14,100,SC,69.02,95976
23,6,71,100,SC,69.02,95976
84,19,1,104,General,69.02,95976
15,53,34,102,OBC,69.02,95976
13,82,3,98,ST,69.02,95976
18,42,42,102,OBC,69.02,95976
17,86,1,104,General,69.02,95976
73,21,10,104,General,69.02,95976
35,18,49,102,OBC,69.02,95976
80,20,0,100,SC,69.02,95976
28,44,30,102,OBC,69.02,95976
64,15,19,98,ST,69.02,95976
34,5,65,104,General,69.02,95976
10,22,68,100,SC,69.02,95976
10,22,70,102,OBC,69.02,95976
14,83,7,104,General,69.02,95976
61,19,24,104,General,69.02,95976
65,21,14,100,SC,69.02,95976
60,17,26,103,EWS,69.02,95976
3,95,0,98,ST,69.02,95976
18,68,12,98,ST,69.02,95976
26,53,23,102,OBC,69.02,95976
1,29,74,104,General,69.02,95976
45,55,2,102,OBC,69.02,95976
47,38,17,102,OBC,69.02,95976
11,6,87,104,General,69.02,95976
27,20,53,100,SC,69.02,95976
6,38,56,100,SC,69.02,95976
80,12,12,104,General,69.02,95976
63,25,10,98,ST,69.02,95976
6,56,41,103,EWS,69.02,95976
47,7,50,104,General,69.02,95976
29,44,25,98,ST,69.02,95976
40,21,41,102,OBC,69.02,95976
39,49,16,104,General,69.02,95976
6,3,95,104,General,69.02,95976
36,8,60,104,General,69.02,95976
60,11,31,102,OBC,69.02,95976
3,32,69,104,General,69.02,95976
56,36,6,98,ST,69.02,95976
33,26,43,102,OBC,69.02,95976
86,4,8,98,ST,69.02,95976
10,52,40,102,OBC,69.02,95976
13,84,7,104,General,69.02,95976
25,73,5,103,EWS,69.02,95976
14,53,33,100,SC,69.02,95976
68,28,6,102,OBC,69.02,95976
34,20,48,102,OBC,69.02,95976
47,32,23,102,OBC,69.02,95976
9,79,15,103,EWS,69.02,95976
70,14,20,104,General,69.02,95976
31,31,41,103,EWS,69.02,95976
49,4,51,104,General,69.02,95976
62,25,17,104,General,69.02,95976
4,64,34,102,OBC,69.02,95976
30,35,39,104,General,69.02,95976
22,54,26,102,OBC,69.02,95976
97,6,1,104,General,69.02,95976
60,25,15,100,SC,69.02,95976
52,33,17,102,OBC,69.02,95976
16,72,10,98,ST,69.02,95976
2,62,34,98,ST,69.02,95976
15,58,30,103,EWS,69.02,95976
70,25,7,102,OBC,69.02,95976
39,57,4,100,SC,69.02,95976
13,43,48,104,General,69.02,95976
68,16,20,104,General,69.02,95976
46,44,14,104,General,69.02,95976
10,34,59,103,EWS,69.02,95976
26,19,59,104,General,69.02,95976
43,61,0,104,General,69.02,95976
44,24,34,102,OBC,69.02,95976
17,37,46,100,SC,69.02,95976
41,43,18,102,OBC,69.02,95976
0,61,41,102,OBC,69.02,95976
22,43,37,102,OBC,69.02,95976
9,1,94,104,General,69.02,95976
33,56,15,104,General,69.02,95976
9,51,44,104,General,69.02,95976
58,42,3,103,EWS,69.02,95976
19,26,59,104,General,69.02,95976
15,83,6,104,General,69.02,95976
0,97,3,100,SC,69.02,95976
45,50,3,98,ST,69.02,95976
19,59,23,101,OBC,68.79,97406
11,3,89,103,General,68.79,97406
9,65,23,97,ST,68.79,97406
21,65,15,101,OBC,68.79,97406
22,6,75,103,General,68.79,97406
8,62,33,103,General,68.79,97406
16,86,1,103,General,68.79,97406
4,0,95,99,SC,68.79,97406
30,33,38,101,OBC,68.79,97406
3,59,41,103,General,68.79,97406
0,51,46,97,ST,68.79,97406
1,33,68,102,EWS,68.79,97406
2,3,96,101,OBC,68.79,97406
33,11,58,102,EWS,68.79,97406
43,45,13,101,OBC,68.79,97406
83,13,3,99,SC,68.79,97406
7,18,78,103,General,68.79,97406
1,2,100,103,General,68.79,97406
82,11,6,99,SC,68.79,97406
6,92,5,103,General,68.79,97406
73,12,14,99,SC,68.79,97406
57,18,26,101,OBC,68.79,97406
33,5,65,103,General,68.79,97406
9,27,67,103,General,68.79,97406
34,66,3,103,General,68.79,97406
12,3,87,102,EWS,68.79,97406
36,27,40,103,General,68.79,97406
16,66,21,103,General,68.79,97406
39,47,15,101,OBC,68.79,97406
22,14,65,101,OBC,68.79,97406
25,46,31,102,EWS,68.79,97406
98,0,3,101,OBC,68.79,97406
13,18,71,102,EWS,68.79,97406
14,68,21,103,General,68.79,97406
68,19,10,97,ST,68.79,97406
63,38,0,101,OBC,68.79,97406
10,85,7,102,EWS,68.79,97406
70,26,7,103,General,68.79,97406
24,18,59,101,OBC,68.79,97406
29,26,48,103,General,68.79,97406
17,11,73,101,OBC,68.79,97406
27,11,63,101,OBC,68.79,97406
16,76,9,101,OBC,68.79,97406
14,67,20,101,OBC,68.79,97406
70,1,32,103,General,68.79,97406
40,40,21,101,OBC,68.79,97406
13,16,74,103,General,68.79,97406
59,22,20,101,OBC,68.79,97406
70,27,6,103,General,68.79,97406
19,77,5,101,OBC,68.79,97406
45,28,30,103,General,68.79,97406
45,2,56,103,General,68.79,97406
53,13,35,101,OBC,68.79,97406
1,100,2,103,General,68.79,97406
29,37,33,99,SC,68.79,97406
25,18,58,101,OBC,68.79,97406
83,16,4,103,General,68.79,97406
53,29,19,101,OBC,68.79,97406
17,24,58,99,SC,68.79,97406
26,55,22,103,General,68.79,97406
56,17,24,97,ST,68.79,97406
52,11,34,97,ST,68.79,97406
58,30,13,101,OBC,68.79,97406
10,35,58,103,General,68.79,97406
41,24,38,103,General,68.79,97406
29,16,58,103,General,68.79,97406
37,57,7,101,OBC,68.79,97406
12,26,65,103,General,68.79,97406
15,13,73,101,OBC,68.79,97406
1,47,53,101,OBC,68.79,97406
50,34,19,103,General,68.79,97406
39,15,49,103,General,68.79,97406
59,21,23,103,General,68.79,97406
1,47,54,102,EWS,68.79,97406
34,56,13,103,General,68.79,97406
31,42,29,102,EWS,68.79,97406
27,49,27,103,General,68.79,97406
25,32,42,99,SC,68.79,97406
15,64,22,101,OBC,68.79,97406
56,7,36,99,SC,68.79,97406
55,33,11,99,SC,68.79,97406
59,22,22,103,General,68.79,97406
19,33,45,97,ST,68.79,97406
15,82,5,102,EWS,68.79,97406
49,13,37,99,SC,68.79,97406
38,32,31,101,OBC,68.79,97406
45,7,49,101,OBC,68.79,97406
39,42,21,102,EWS,68.79,97406
32,9,60,101,OBC,68.79,97406
54,24,25,103,General,68.79,97406
25,1,73,99,SC,68.79,97406
19,1,83,103,General,68.79,97406
34,51,17,102,EWS,68.79,97406
37,14,51,102,EWS,68.79,97406
31,9,63,103,General,68.79,97406
72,20,9,101,OBC,68.79,97406
86,10,7,103,General,68.79,97406
16,70,15,101,OBC,68.79,97406
19,51,33,103,General,68.79,97406
57,0,42,99,SC,68.79,97406
6,90,7,103,General,68.79,97406
66,17,20,103,General,68.79,97406
38,5,59,102,EWS,68.79,97406
25,70,6,101,OBC,68.79,97406
10,34,59,103,General,68.79,97406
35,59,8,102,EWS,68.79,97406
62,30,11,103,General,68.79,97406
28,46,29,103,General,68.79,97406
3,43,55,101,OBC,68.79,97406
52,38,11,101,OBC,68.79,97406
66,8,25,99,SC,68.79,97406
92,6,1,99,SC,68.79,97406
49,34,14,97,ST,68.79,97406
50,46,6,102,EWS,68.79,97406
21,29,53,103,General,68.79,97406
40,58,5,103,General,68.79,97406
48,7,48,103,General,68.79,97406
26,14,59,99,SC,68.79,97406
15,46,42,103,General,68.79,97406
76,22,3,101,OBC,68.79,97406
0,14,89,103,General,68.79,97406
32,66,5,103,General,68.79,97406
65,8,28,101,OBC,68.79,97406
22,63,16,101,OBC,68.79,97406
5,6,92,103,General,68.79,97406
47,46,4,97,ST,68.79,97406
25,29,43,97,ST,68.79,97406
63,0,38,101,OBC,68.79,97406
23,24,52,99,SC,68.79,97406
34,20,49,103,General,68.79,97406
8,74,21,103,General,68.79,97406
74,12,13,99,SC,68.79,97406
75,23,3,101,OBC,68.79,97406
20,12,69,101,OBC,68.79,97406
71,31,1,103,General,68.79,97406
10,18,73,101,OBC,68.79,97406
74,9,20,103,General,68.79,97406
85,4,13,102,EWS,68.79,97406
2,82,19,103,General,68.79,97406
10,81,12,103,General,68.79,97406
91,8,3,102,EWS,68.79,97406
31,63,7,101,OBC,68.79,97406
88,0,11,99,SC,68.79,97406
19,22,58,99,SC,68.79,97406
58,38,5,101,OBC,68.79,97406
23,62,18,103,General,68.79,97406
1,23,73,97,ST,68.79,97406
8,48,43,99,SC,68.79,97406
47,40,12,99,SC,68.79,97406
18,8,73,99,SC,68.79,97406
19,40,44,103,General,68.79,97406
15,75,13,103,General,68.79,97406
37,20,46,103,General,68.79,97406
31,56,12,99,SC,68.79,97406
56,35,12,103,General,68.79,97406
3,47,51,101,OBC,68.79,97406
37,5,61,103,General,68.79,97406
60,31,11,102,EWS,68.79,97406
48,43,12,103,General,68.79,97406
28,60,15,103,General,68.79,97406
25,72,2,99,SC,68.79,97406
72,6,25,103,General,68.79,97406
11,57,35,103,General,68.79,97406
56,45,2,103,General,68.79,97406
26,51,26,103,General,68.79,97406
54,14,33,101,OBC,68.79,97406
34,27,40,101,OBC,68.79,97406
24,35,42,101,OBC,68.79,97406
18,9,74,101,OBC,68.79,97406
3,40,54,97,ST,68.79,97406
73,21,9,103,General,68.79,97406
5,13,85,103,General,68.79,97406
45,49,9,103,General,68.79,97406
37,27,38,102,EWS,68.79,97406
44,44,14,102,EWS,68.79,97406
10,89,4,103,General,68.79,97406
45,13,45,103,General,68.79,97406
31,62,9,102,EWS,68.79,97406
21,71,10,102,EWS,68.79,97406
37,58,6,101,OBC,68.79,97406
20,6,77,103,General,68.79,97406
8,41,54,103,General,68.79,97406
4,63,34,101,OBC,68.79,97406
53,11,39,103,General,68.79,97406
52,8,43,103,General,68.79,97406
93,3,7,103,General,68.79,97406
69,14,20,103,General,68.79,97406
18,75,10,103,General,68.79,97406
63,21,15,99,SC,68.79,97406
25,23,55,103,General,68.79,97406
5,78,18,101,OBC,68.79,97406
25,49,29,103,General,68.79,97406
1,20,82,103,General,68.79,97406
67,34,2,103,General,68.79,97406
75,21,3,99,SC,68.79,97406
31,9,63,103,General,68.79,97406
49,17,33,99,SC,68.79,97406
45,31,26,102,EWS,68.79,97406
23,29,51,103,General,68.79,97406
18,52,33,103,General,68.79,97406
47,40,16,103,General,68.79,97406
3,89,11,103,General,68.79,97406
78,21,3,102,EWS,68.79,97406
15,70,18,103,General,68.79,97406
1,85,15,101,OBC,68.79,97406
14,81,6,101,OBC,68.79,97406
83,2,14,99,SC,68.79,97406
11,63,25,99,SC,68.79,97406
6,22,75,103,General,68.79,97406
20,75,6,101,OBC,68.79,97406
25,70,6,101,OBC,68.79,97406
65,6,32,103,General,68.79,97406
61,33,7,101,OBC,68.79,97406
54,36,11,101,OBC,68.79,97406
30,47,25,102,EWS,68.79,97406
64,25,11,100,OBC,68.55,98910
18,45,39,102,General,68.55,98910
18,59,25,102,General,68.55,98910
19,15,66,100,OBC,68.55,98910
7,47,48,102,General,68.55,98910
13,22,66,101,EWS,68.55,98910
57,37,8,102,General,68.55,98910
57,27,16,100,OBC,68.55,98910
26,54,20,100,OBC,68.55,98910
38,0,62,100,OBC,68.55,98910
37,1,64,102,General,68.55,98910
58,2,38,98,SC,68.55,98910
39,15,48,102,General,68.55,98910
24,26,50,100,OBC,68.55,98910
7,1,94,102,General,68.55,98910
75,16,11,102,General,68.55,98910
15,47,38,100,OBC,68.55,98910
86,11,3,100,OBC,68.55,98910
42,41,17,100,OBC,68.55,98910
17,4,81,102,General,68.55,98910
40,48,14,102,General,68.55,98910
91,0,11,102,General,68.55,98910
57,22,23,102,General,68.55,98910
32,39,31,102,General,68.55,98910
43,4,51,98,SC,68.55,98910
63,38,1,102,General,68.55,98910
38,56,4,98,SC,68.55,98910
39,23,40,102,General,68.55,98910
53,39,6,98,SC,68.55,98910
35,12,55,102,General,68.55,98910
40,41,21,102,General,68.55,98910
51,26,25,102,General,68.55,98910
50,37,15,102,General,68.55,98910
5,54,39,98,SC,68.55,98910
70,4,22,96,ST,68.55,98910
1,12,87,100,OBC,68.55,98910
72,15,13,100,OBC,68.55,98910
0,86,16,102,General,68.55,98910
0,17,81,98,SC,68.55,98910
34,32,32,98,SC,68.55,98910
3,40,59,102,General,68.55,98910
78,15,7,100,OBC,68.55,98910
4,32,64,100,OBC,68.55,98910
94,5,3,102,General,68.55,98910
45,23,34,102,General,68.55,98910
6,90,6,102,General,68.55,98910
49,17,34,100,OBC,68.55,98910
58,24,20,102,General,68.55,98910
40,23,39,102,General,68.55,98910
32,24,46,102,General,68.55,98910
42,5,51,98,SC,68.55,98910
11,89,2,102,General,68.55,98910
46,9,43,98,SC,68.55,98910
38,22,42,102,General,68.55,98910
2,93,5,100,OBC,68.55,98910
49,39,10,98,SC,68.55,98910
32,26,44,102,General,68.55,98910
1,19,80,100,OBC,68.55,98910
40,39,21,100,OBC,68.55,98910
9,33,60,102,General,68.55,98910
15,46,41,102,General,68.55,98910
35,43,24,102,General,68.55,98910
23,36,42,101,EWS,68.55,98910
43,59,0,102,General,68.55,98910
11,19,70,100,OBC,68.55,98910
46,49,7,102,General,68.55,98910
31,26,45,102,General,68.55,98910
51,6,41,98,SC,68.55,98910
49,31,22,102,General,68.55,98910
29,49,22,100,OBC,68.55,98910
67,33,0,100,OBC,68.55,98910
44,53,1,98,SC,68.55,98910
14,9,78,101,EWS,68.55,98910
42,7,52,101,EWS,68.55,98910
65,8,25,98,SC,68.55,98910
80,6,16,102,General,68.55,98910
35,18,48,101,EWS,68.55,98910
26,39,36,101,EWS,68.55,98910
53,8,41,102,General,68.55,98910
10,27,65,102,General,68.55,98910
45,2,54,101,EWS,68.55,98910
29,54,17,100,OBC,68.55,98910
3,48,51,102,General,68.55,98910
8,27,65,100,OBC,68.55,98910
34,34,34,102,General,68.55,98910
92,6,2,100,OBC,68.55,98910
8,33,59,100,OBC,68.55,98910
3,48,47,98,SC,68.55,98910
2,14,82,98,SC,68.55,98910
44,12,46,102,General,68.55,98910
5,33,62,100,OBC,68.55,98910
40,10,46,96,ST,68.55,98910
39,29,33,101,EWS,68.55,98910
9,26,67,102,General,68.55,98910
46,27,27,100,OBC,68.55,98910
53,18,30,101,EWS,68.55,98910
34,10,58,102,General,68.55,98910
38,45,15,98,SC,68.55,98910
0,98,0,98,SC,68.55,98910
18,1,83,102,General,68.55,98910
5,64,31,100,OBC,68.55,98910
14,8,79,101,EWS,68.55,98910
16,31,55,102,General,68.55,98910
80,11,11,102,General,68.55,98910
31,16,55,102,General,68.55,98910
20,65,15,100,OBC,68.55,98910
35,17,50,102,General,68.55,98910
28,70,4,102,General,68.55,98910
24,12,62,98,SC,68.55,98910
9,64,27,100,OBC,68.55,98910
38,0,63,101,EWS,68.55,98910
10,37,55,102,General,68.55,98910
84,0,12,96,ST,68.55,98910
42,6,48,96,ST,68.55,98910
40,11,49,100,OBC,68.55,98910
9,53,40,102,General,68.55,98910
55,38,7,100,OBC,68.55,98910
32,48,20,100,OBC,68.55,98910
35,19,48,102,General,68.55,98910
58,29,9,96,ST,68.55,98910
57,29,14,100,OBC,68.55,98910
41,16,43,100,OBC,68.55,98910
0,15,86,101,EWS,68.55,98910
40,45,11,96,ST,68.55,98910
40,21,39,100,OBC,68.55,98910
37,25,40,102,General,68.55,98910
5,40,51,96,ST,68.55,98910
11,31,58,100,OBC,68.55,98910
0,10,91,101,EWS,68.55,98910
32,28,38,98,SC,68.55,98910
7,58,35,100,OBC,68.55,98910
27,21,50,98,SC,68.55,98910
31,68,1,100,OBC,68.55,98910
17,66,13,96,ST,68.55,98910
37,8,55,100,OBC,68.55,98910
34,44,22,100,OBC,68.55,98910
75,15,12,102,General,68.55,98910
23,11,68,102,General,68.55,98910
16,11,75,102,General,68.55,98910
45,33,24,102,General,68.55,98910
47,45,4,96,ST,68.55,98910
5,92,5,102,General,68.55,98910
17,66,19,102,General,68.55,98910
20,72,10,102,General,68.55,98910
57,35,8,100,OBC,68.55,98910
27,18,57,102,General,68.55,98910
23,23,55,101,EWS,68.55,98910
44,1,57,102,General,68.55,98910
36,6,59,101,EWS,68.55,98910
34,65,3,102,General,68.55,98910
3,92,7,102,General,68.55,98910
54,28,19,101,EWS,68.55,98910
88,3,11,102,General,68.55,98910
79,10,13,102,General,68.55,98910
10,91,1,102,General,68.55,98910
17,16,68,101,EWS,68.55,98910
25,23,54,102,General,68.55,98910
21,32,49,102,General,68.55,98910
23,47,32,102,General,68.55,98910
53,2,45,100,OBC,68.55,98910
55,7,39,101,EWS,68.55,98910
15,2,79,96,ST,68.55,98910
14,44,44,102,General,68.55,98910
50,7,45,102,General,68.55,98910
19,53,24,96,ST,68.55,98910
45,13,44,102,General,68.55,98910
33,42,27,102,General,68.55,98910
77,12,12,101,EWS,68.55,98910
4,90,4,98,SC,68.55,98910
32,57,11,100,OBC,68.55,98910
64,34,3,101,EWS,68.55,98910
43,37,21,101,EWS,68.55,98910
18,17,67,102,General,68.55,98910
33,9,59,101,EWS,68.55,98910
86,3,9,98,SC,68.55,98910
22,72,4,98,SC,68.55,98910
20,29,53,102,General,68.55,98910
67,33,0,100,OBC,68.55,98910
34,27,41,102,General,68.55,98910
9,92,1,102,General,68.55,98910
9,20,73,102,General,68.55,98910
2,42,56,100,OBC,68.55,98910
27,67,2,96,ST,68.55,98910
36,40,26,102,General,68.55,98910
28,71,3,102,General,68.55,98910
15,72,13,100,OBC,68.55,98910
21,36,45,102,General,68.55,98910
73,29,0,102,General,68.55,98910
59,10,27,96,ST,68.55,98910
50,9,43,102,General,68.55,98910
90,7,5,102,General,68.55,98910
30,59,13,102,General,68.55,98910
19,60,23,102,General,68.55,98910
22,33,47,102,General,68.55,98910
13,72,17,102,General,68.55,98910
38,6,56,100,OBC,68.55,98910
65,29,8,102,General,68.55,98910
6,50,44,100,OBC,68.55,98910
16,5,81,102,General,68.55,98910
10,31,55,96,ST,68.55,98910
26,29,45,100,OBC,68.55,98910
47,19,34,100,OBC,68.55,98910
44,32,20,96,ST,68.55,98910
9,71,21,101,EWS,68.55,98910
65,33,0,98,SC,68.55,98910
96,3,2,101,EWS,68.55,98910
28,13,59,100,OBC,68.55,98910
37,9,56,102,General,68.55,98910
77,0,23,100,OBC,68.55,98910
24,41,37,102,General,68.55,98910
18,28,54,100,OBC,68.55,98910
21,39,38,98,SC,68.55,98910
18,82,2,102,General,68.55,98910
15,59,28,102,General,68.55,98910
7,25,70,102,General,68.55,98910
60,20,22,102,General,68.55,98910
27,61,14,102,General,68.55,98910
28,65,9,102,General,68.55,98910
0,64,38,102,General,68.55,98910
42,3,55,100,OBC,68.55,98910
0,55,45,100,OBC,68.55,98910
27,20,51,98,SC,68.55,98910
6,49,45,100,OBC,68.55,98910
72,25,1,98,SC,68.55,98910
51,22,29,102,General,68.55,98910
46,31,24,101,EWS,68.55,98910
59,10,33,102,General,68.55,98910
0,94,8,102,General,68.55,98910
10,33,57,100,OBC,68.55,98910
5,16,81,102,General,68.55,98910
78,12,10,100,OBC,68.55,98910
64,21,16,101,EWS,68.55,98910
19,60,22,101,EWS,68.55,98910
27,62,12,101,EWS,68.55,98910
0,43,58,101,EWS,68.55,98910
22,46,34,102,General,68.55,98910
65,21,15,101,EWS,68.55,98910
41,49,10,100,OBC,68.55,98910
8,74,20,102,General,68.55,98910
20,68,12,100,OBC,68.55,98910
54,13,35,102,General,68.55,98910
3,23,70,96,ST,68.55,98910
3,23,70,96,ST,68.55,98910
37,54,10,101,EWS,68.55,98910
38,16,44,98,SC,68.55,98910
67,21,10,98,SC,68.55,98910
17,38,43,98,SC,68.55,98910
23,9,70,102,General,68.55,98910
13,23,66,102,General,68.55,98910
53,29,20,102,General,68.55,98910
47,2,53,102,General,68.55,98910
49,4,45,98,SC,68.55,98910
57,22,22,101,EWS,68.55,98910
70,27,1,98,SC,68.55,98910
7,83,8,98,SC,68.55,98910
92,5,5,102,General,68.55,98910
54,2,45,101,EWS,68.55,98910
12,19,71,102,General,68.55,98910
16,67,19,102,General,68.55,98910
6,22,74,102,General,68.55,98910
7,71,24,102,General,68.55,98910
3,16,79,98,SC,68.55,98910
15,14,71,100,OBC,68.55,98910
17,33,51,101,EWS,68.55,98910
5,35,56,96,ST,68.55,98910
27,17,58,102,General,68.55,98910
3,20,79,102,General,68.55,98910
22,9,71,102,General,68.55,98910
3,6,93,102,General,68.55,98910
55,21,22,98,SC,68.55,98910
0,85,17,102,General,68.55,98910
11,48,41,100,OBC,68.55,98910
5,10,86,101,General,68.32,100362
30,19,51,100,EWS,68.32,100362
2,6,92,100,EWS,68.32,100362
6,60,33,99,OBC,68.32,100362
17,74,10,101,General,68.32,100362
41,43,17,101,General,68.32,100362
52,1,48,101,General,68.32,100362
31,22,48,101,General,68.32,100362
63,3,31,97,SC,68.32,100362
60,16,23,99,OBC,68.32,100362
34,12,54,100,EWS,68.32,100362
80,5,12,97,SC,68.32,100362
3,12,80,95,ST,68.32,100362
21,18,60,99,OBC,68.32,100362
8,89,0,97,SC,68.32,100362
13,33,55,101,General,68.32,100362
43,3,55,101,General,68.32,100362
10,81,6,97,SC,68.32,100362
83,14,3,100,EWS,68.32,100362
3,70,28,101,General,68.32,100362
55,22,24,101,General,68.32,100362
1,21,77,99,OBC,68.32,100362
19,63,17,99,OBC,68.32,100362
0,87,12,99,OBC,68.32,100362
9,38,54,101,General,68.32,100362
0,28,71,99,OBC,68.32,100362
8,33,56,97,SC,68.32,100362
61,8,30,99,OBC,68.32,100362
5,86,8,99,OBC,68.32,100362
73,23,3,99,OBC,68.32,100362
20,74,6,100,EWS,68.32,100362
57,25,19,101,General,68.32,100362
1,16,84,101,General,68.32,100362
10,25,64,99,OBC,68.32,100362
28,16,57,101,General,68.32,100362
22,25,54,101,General,68.32,100362
3,60,38,101,General,68.32,100362
17,57,25,99,OBC,68.32,100362
37,5,58,100,EWS,68.32,100362
14,49,32,95,ST,68.32,100362
38,41,22,101,General,68.32,100362
38,33,30,101,General,68.32,100362
23,53,25,101,General,68.32,100362
22,61,14,97,SC,68.32,100362
38,8,53,99,OBC,68.32,100362
45,48,8,101,General,68.32,100362
79,16,2,97,SC,68.32,100362
0,84,17,101,General,68.32,100362
21,59,19,99,OBC,68.32,100362
77,8,10,95,ST,68.32,100362
12,83,4,99,OBC,68.32,100362
73,21,5,99,OBC,68.32,100362
34,50,11,95,ST,68.32,100362
54,27,18,99,OBC,68.32,100362
4,45,52,101,General,68.32,100362
12,61,27,100,EWS,68.32,100362
7,45,49,101,General,68.32,100362
22,71,6,99,OBC,68.32,100362
16,82,2,100,EWS,68.32,100362
43,4,53,100,EWS,68.32,100362
3,75,23,101,General,68.32,100362
36,64,1,101,General,68.32,100362
69,21,5,95,ST,68.32,100362
4,16,81,101,General,68.32,100362
18,15,68,101,General,68.32,100362
5,60,35,100,EWS,68.32,100362
30,4,66,100,EWS,68.32,100362
35,65,1,101,General,68.32,100362
22,47,32,101,General,68.32,100362
34,21,46,101,General,68.32,100362
62,5,34,101,General,68.32,100362
85,4,8,97,SC,68.32,100362
20,33,48,101,General,68.32,100362
9,16,75,100,EWS,68.32,100362
48,48,5,101,General,68.32,100362
20,38,43,101,General,68.32,100362
13,10,76,99,OBC,68.32,100362
54,12,35,101,General,68.32,100362
0,30,70,100,EWS,68.32,100362
37,27,31,95,ST,68.32,100362
61,21,19,101,General,68.32,100362
52,34,15,101,General,68.32,100362
55,13,32,100,EWS,68.32,100362
39,7,53,99,OBC,68.32,100362
33,43,21,97,SC,68.32,100362
18,72,10,100,EWS,68.32,100362
11,56,28,95,ST,68.32,100362
13,82,6,101,General,68.32,100362
41,2,56,99,OBC,68.32,100362
34,52,9,95,ST,68.32,100362
47,31,23,101,General,68.32,100362
60,14,25,99,OBC,68.32,100362
24,12,65,101,General,68.32,100362
51,23,27,101,General,68.32,100362
17,25,59,101,General,68.32,100362
32,28,37,97,SC,68.32,100362
7,5,89,101,General,68.32,100362
14,62,25,101,General,68.32,100362
65,3,31,99,OBC,68.32,100362
17,69,11,97,SC,68.32,100362
35,52,10,97,SC,68.32,100362
58,14,29,101,General,68.32,100362
28,36,35,99,OBC,68.32,100362
29,30,40,99,OBC,68.32,100362
16,78,5,99,OBC,68.32,100362
24,53,22,99,OBC,68.32,100362
3,68,24,95,ST,68.32,100362
20,48,33,101,General,68.32,100362
16,52,33,101,General,68.32,100362
34,50,17,101,General,68.32,100362
51,16,32,99,OBC,68.32,100362
2,93,0,95,ST,68.32,100362
14,25,62,101,General,68.32,100362
26,8,67,101,General,68.32,100362
65,9,23,97,SC,68.32,100362
21,33,47,101,General,68.32,100362
53,40,6,99,OBC,68.32,100362
50,1,48,99,OBC,68.32,100362
3,81,16,100,EWS,68.32,100362
10,0,91,101,General,68.32,100362
28,14,55,97,SC,68.32,100362
26,26,45,97,SC,68.32,100362
11,48,40,99,OBC,68.32,100362
36,10,55,101,General,68.32,100362
6,65,30,101,General,68.32,100362
2,89,8,99,OBC,68.32,100362
29,18,52,99,OBC,68.32,100362
2,22,75,99,OBC,68.32,100362
41,24,34,99,OBC,68.32,100362
27,7,66,100,EWS,68.32,100362
31,16,53,100,EWS,68.32,100362
13,72,10,95,ST,68.32,100362
57,40,2,99,OBC,68.32,100362
21,49,31,101,General,68.32,100362
50,9,38,97,SC,68.32,100362
75,2,23,100,EWS,68.32,100362
9,58,34,101,General,68.32,100362
27,64,4,95,ST,68.32,100362
30,3,66,99,OBC,68.32,100362
18,73,8,99,OBC,68.32,100362
1,89,9,99,OBC,68.32,100362
77,13,7,97,SC,68.32,100362
39,12,50,101,General,68.32,100362
27,35,37,99,OBC,68.32,100362
33,7,57,97,SC,68.32,100362
25,60,16,101,General,68.32,100362
32,37,30,99,OBC,68.32,100362
13,16,70,99,OBC,68.32,100362
15,46,36,97,SC,68.32,100362
34,4,61,99,OBC,68.32,100362
43,42,14,99,OBC,68.32,100362
66,3,32,101,General,68.32,100362
66,8,26,100,EWS,68.32,100362
72,2,21,95,ST,68.32,100362
47,22,32,101,General,68.32,100362
77,2,22,101,General,68.32,100362
1,7,91,99,OBC,68.32,100362
3,40,58,101,General,68.32,100362
11,7,79,97,SC,68.32,100362
15,50,36,101,General,68.32,100362
43,1,57,101,General,68.32,100362
8,50,39,97,SC,68.32,100362
72,13,15,100,EWS,68.32,100362
13,24,58,95,ST,68.32,100362
6,38,55,99,OBC,68.32,100362
26,36,39,101,General,68.32,100362
85,13,1,99,OBC,68.32,100362
27,38,36,101,General,68.32,100362
29,27,43,99,OBC,68.32,100362
28,33,39,100,EWS,68.32,100362
18,53,28,99,OBC,68.32,100362
95,3,1,99,OBC,68.32,100362
41,36,22,99,OBC,68.32,100362
94,6,1,101,General,68.32,100362
75,24,1,100,EWS,68.32,100362
44,37,18,99,OBC,68.32,100362
56,25,16,97,SC,68.32,100362
89,6,5,100,EWS,68.32,100362
57,11,31,99,OBC,68.32,100362
7,64,29,100,EWS,68.32,100362
90,4,7,101,General,68.32,100362
18,75,8,101,General,68.32,100362
47,26,24,97,SC,68.32,100362
39,62,0,101,General,68.32,100362
37,62,0,99,OBC,68.32,100362
0,86,13,99,OBC,68.32,100362
3,53,44,100,EWS,68.32,100362
